step	time	u	v	T
407	4.07000e+01	4.21441e-02	1.46797e-02	2.77734e+02
408	4.08000e+01	4.28515e-02	1.50213e-02	2.78186e+02
409	4.09000e+01	4.34834e-02	1.53493e-02	2.78674e+02
410	4.10000e+01	4.40513e-02	1.56567e-02	2.79196e+02
411	4.11000e+01	4.45639e-02	1.59348e-02	2.79743e+02
412	4.12000e+01	4.50243e-02	1.61748e-02	2.80314e+02
413	4.13000e+01	4.54290e-02	1.63686e-02	2.80907e+02
414	4.14000e+01	4.57707e-02	1.65090e-02	2.81531e+02
415	4.15000e+01	4.60404e-02	1.65896e-02	2.82189e+02
416	4.16000e+01	4.62305e-02	1.66041e-02	2.82880e+02
417	4.17000e+01	4.63362e-02	1.65453e-02	2.83592e+02
418	4.18000e+01	4.63562e-02	1.64046e-02	2.84312e+02
419	4.19000e+01	4.62916e-02	1.61731e-02	2.85029e+02
420	4.20000e+01	4.61449e-02	1.58416e-02	2.85739e+02
421	4.21000e+01	4.59164e-02	1.54025e-02	2.86440e+02
422	4.22000e+01	4.56021e-02	1.48502e-02	2.87122e+02
423	4.23000e+01	4.51928e-02	1.41815e-02	2.87760e+02
424	4.24000e+01	4.46763e-02	1.33946e-02	2.88329e+02
425	4.25000e+01	4.40424e-02	1.24870e-02	2.88814e+02
426	4.26000e+01	4.32892e-02	1.14547e-02	2.89222e+02
427	4.27000e+01	4.24227e-02	1.02919e-02	2.89572e+02
428	4.28000e+01	4.14585e-02	8.99318e-03	2.89856e+02
429	4.29000e+01	4.04129e-02	7.55920e-03	2.90044e+02
430	4.30000e+01	3.93217e-02	5.99095e-03	2.90062e+02
431	4.31000e+01	3.81884e-02	4.31438e-03	2.89834e+02
432	4.32000e+01	3.70209e-02	2.55245e-03	2.89310e+02
433	4.33000e+01	3.58339e-02	7.24890e-04	2.88535e+02
434	4.34000e+01	3.46478e-02	-1.14992e-03	2.87612e+02
435	4.35000e+01	3.34807e-02	-3.05373e-03	2.86609e+02
436	4.36000e+01	3.23449e-02	-4.96183e-03	2.85565e+02
437	4.37000e+01	3.12472e-02	-6.84488e-03	2.84449e+02
438	4.38000e+01	3.02090e-02	-8.66099e-03	2.83299e+02
439	4.39000e+01	2.92642e-02	-1.03789e-02	2.82144e+02
440	4.40000e+01	2.84239e-02	-1.19403e-02	2.81095e+02
441	4.41000e+01	2.77035e-02	-1.33130e-02	2.80221e+02
442	4.42000e+01	2.71111e-02	-1.44865e-02	2.79566e+02
443	4.43000e+01	2.66436e-02	-1.54577e-02	2.79123e+02
444	4.44000e+01	2.62875e-02	-1.62254e-02	2.78857e+02
445	4.45000e+01	2.60249e-02	-1.67914e-02	2.78740e+02
446	4.46000e+01	2.58389e-02	-1.71609e-02	2.78769e+02
447	4.47000e+01	2.57162e-02	-1.73443e-02	2.78948e+02
448	4.48000e+01	2.56463e-02	-1.73552e-02	2.79274e+02
449	4.49000e+01	2.56191e-02	-1.72075e-02	2.79719e+02
450	4.50000e+01	2.56230e-02	-1.69130e-02	2.80239e+02
451	4.51000e+01	2.56449e-02	-1.64805e-02	2.80791e+02
452	4.52000e+01	2.56713e-02	-1.59165e-02	2.81345e+02
453	4.53000e+01	2.56897e-02	-1.52271e-02	2.81886e+02
454	4.54000e+01	2.56905e-02	-1.44184e-02	2.82411e+02
455	4.55000e+01	2.56677e-02	-1.34964e-02	2.82918e+02
456	4.56000e+01	2.56202e-02	-1.24658e-02	2.83400e+02
457	4.57000e+01	2.55530e-02	-1.13296e-02	2.83845e+02
458	4.58000e+01	2.54772e-02	-1.00900e-02	2.84236e+02
459	4.59000e+01	2.54097e-02	-8.74959e-03	2.84554e+02
460	4.60000e+01	2.53667e-02	-7.31551e-03	2.84781e+02
461	4.61000e+01	2.53711e-02	-5.80064e-03	2.84898e+02
462	4.62000e+01	2.54322e-02	-4.22845e-03	2.84868e+02
463	4.63000e+01	2.55540e-02	-2.62057e-03	2.84631e+02
464	4.64000e+01	2.57385e-02	-1.00292e-03	2.84146e+02
465	4.65000e+01	2.59909e-02	5.97415e-04	2.83418e+02
466	4.66000e+01	2.63225e-02	2.15396e-03	2.82502e+02
467	4.67000e+01	2.67496e-02	3.64183e-03	2.81485e+02
468	4.68000e+01	2.72874e-02	5.03727e-03	2.80453e+02
469	4.69000e+01	2.79448e-02	6.31761e-03	2.79454e+02
470	4.70000e+01	2.87184e-02	7.46537e-03	2.78525e+02
471	4.71000e+01	2.95948e-02	8.46858e-03	2.77676e+02
472	4.72000e+01	3.05564e-02	9.33287e-03	2.76964e+02
473	4.73000e+01	3.15815e-02	1.00674e-02	2.76420e+02
474	4.74000e+01	3.26473e-02	1.06917e-02	2.76040e+02
475	4.75000e+01	3.37311e-02	1.12299e-02	2.75810e+02
476	4.76000e+01	3.48139e-02	1.17033e-02	2.75703e+02
477	4.77000e+01	3.58821e-02	1.21299e-02	2.75704e+02
478	4.78000e+01	3.69290e-02	1.25246e-02	2.75808e+02
479	4.79000e+01	3.79517e-02	1.29001e-02	2.76011e+02
480	4.80000e+01	3.89475e-02	1.32661e-02	2.76297e+02
481	4.81000e+01	3.99099e-02	1.36287e-02	2.76641e+02
482	4.82000e+01	4.08281e-02	1.39901e-02	2.77022e+02
483	4.83000e+01	4.16887e-02	1.43497e-02	2.77429e+02
484	4.84000e+01	4.24789e-02	1.47040e-02	2.77863e+02
485	4.85000e+01	4.31891e-02	1.50475e-02	2.78330e+02
486	4.86000e+01	4.38147e-02	1.53733e-02	2.78836e+02
487	4.87000e+01	4.43566e-02	1.56739e-02	2.79378e+02
488	4.88000e+01	4.48205e-02	1.59413e-02	2.79952e+02
489	4.89000e+01	4.52147e-02	1.61682e-02	2.80552e+02
490	4.90000e+01	4.55474e-02	1.63473e-02	2.81171e+02
491	4.91000e+01	4.58241e-02	1.64712e-02	2.81806e+02
492	4.92000e+01	4.60459e-02	1.65324e-02	2.82457e+02
493	4.93000e+01	4.62096e-02	1.65234e-02	2.83129e+02
494	4.94000e+01	4.63081e-02	1.64365e-02	2.83825e+02
495	4.95000e+01	4.63318e-02	1.62644e-02	2.84539e+02
496	4.96000e+01	4.62704e-02	1.60003e-02	2.85260e+02
497	4.97000e+01	4.61148e-02	1.56370e-02	2.85970e+02
498	4.98000e+01	4.58591e-02	1.51675e-02	2.86655e+02
499	4.99000e+01	4.55015e-02	1.45846e-02	2.87310e+02
500	5.00000e+01	4.50430e-02	1.38811e-02	2.87934e+02
